state,district,mandal,village
ANDHRA PRADESH,Nalgonda,Atmakur (S),Setti Guda
ANDHRA PRADESH,Nalgonda,Atmakur (S),Narayanappa Guda
ANDHRA PRADESH,Nalgonda,Atmakur (S),Naseempet
ANDHRA PRADESH,Nalgonda,Atmakur (S),Atmakur
ANDHRA PRADESH,Nalgonda,Atmakur (S),Nammikal
ANDHRA PRADESH,Nalgonda,Atmakur (S),Enubamla
ANDHRA PRADESH,Nalgonda,Atmakur (S),Gollaguda
ANDHRA PRADESH,Nalgonda,Atmakur (S),Dacharam
ANDHRA PRADESH,Nalgonda,Atmakur (S),Thummalapen Pahad
ANDHRA PRADESH,Nalgonda,Atmakur (S),Kotapahad
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Jaji Reddi Gudem
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Wardhamanu Kota
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Nagaram
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Devaraneni Kotha Palle
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Parsai Palle
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Bollam Palle
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Jajireddi Gudem
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Kesaram
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Uyyalawada
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Kunchamarthi
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Thimmapuram
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Adivemula
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Velpu Cherla
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Kasarla Pahad
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Kommala
ANDHRA PRADESH,Nalgonda,Jaji Reddi Gudem,Kodur
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Sali Gouraram
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Uppalancha
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Baironi Banda
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Thakkedla Pahad
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Akaram
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Vaddi Pamula
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Nulagadda Kothapalle
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Manimadde
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Gurijala
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Tudimidi
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Sali Lingotam
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Saligouraram
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Adlur
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Vallala
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Perka Kondaram
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Patha Kondaram
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Utukur (Or) Utkoor
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Chittalur
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Vangamarthi
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Madaram Kalan
ANDHRA PRADESH,Nalgonda,Sali Gouraram,Itukula Pahad
ANDHRA PRADESH,Nalgonda,Mothkur,Mothkur
ANDHRA PRADESH,Nalgonda,Mothkur,Mothkur
ANDHRA PRADESH,Nalgonda,Mothkur,Konda Gadapa
ANDHRA PRADESH,Nalgonda,Mothkur,Sadarshapur
ANDHRA PRADESH,Nalgonda,Mothkur,Chinnapadishala
ANDHRA PRADESH,Nalgonda,Mothkur,Janakipur
ANDHRA PRADESH,Nalgonda,Mothkur,Chirra Gudur
ANDHRA PRADESH,Nalgonda,Mothkur,Kotamarthi
ANDHRA PRADESH,Nalgonda,Mothkur,Choulla Ramaram
ANDHRA PRADESH,Nalgonda,Mothkur,Adda Gudur
ANDHRA PRADESH,Nalgonda,Mothkur,Kanchan Palle
ANDHRA PRADESH,Nalgonda,Mothkur,Patimatla
ANDHRA PRADESH,Nalgonda,Mothkur,Bijilapur
ANDHRA PRADESH,Nalgonda,Mothkur,Musitpatla
ANDHRA PRADESH,Nalgonda,Mothkur,Panaka Banda
ANDHRA PRADESH,Nalgonda,Mothkur,Paladugu
ANDHRA PRADESH,Nalgonda,Mothkur,Dattappaguda
ANDHRA PRADESH,Nalgonda,Mothkur,Podichedu
ANDHRA PRADESH,Nalgonda,Mothkur,Anajipur
ANDHRA PRADESH,Nalgonda,Mothkur,Dacharam
ANDHRA PRADESH,Nalgonda,Mothkur,Repaka (P)
ANDHRA PRADESH,Nalgonda,Mothkur,Veldevi
ANDHRA PRADESH,Nalgonda,Mothkur,Singaram (P)
ANDHRA PRADESH,Nalgonda,Mothkur,Dharmaram
ANDHRA PRADESH,Nalgonda,Atmakur (M),Atmakur (M)
ANDHRA PRADESH,Nalgonda,Atmakur (M),Chada
ANDHRA PRADESH,Nalgonda,Atmakur (M),Dursagani Palle
ANDHRA PRADESH,Nalgonda,Atmakur (M),Chande Palle
ANDHRA PRADESH,Nalgonda,Atmakur (M),Chamapur
ANDHRA PRADESH,Nalgonda,Atmakur (M),Singaram (Patti) Chande Palle
ANDHRA PRADESH,Nalgonda,Atmakur (M),Kalwapalle
ANDHRA PRADESH,Nalgonda,Atmakur (M),Moripirala
ANDHRA PRADESH,Nalgonda,Atmakur (M),Koratikal
ANDHRA PRADESH,Nalgonda,Atmakur (M),Rahimkhanpet
ANDHRA PRADESH,Nalgonda,Atmakur (M),Atmakur
ANDHRA PRADESH,Nalgonda,Atmakur (M),Raipalle
ANDHRA PRADESH,Nalgonda,Atmakur (M),Sarvepalle
ANDHRA PRADESH,Nalgonda,Atmakur (M),Dharmapur
ANDHRA PRADESH,Nalgonda,Atmakur (M),Thukkapur
ANDHRA PRADESH,Nalgonda,Atmakur (M),Pallerla
ANDHRA PRADESH,Nalgonda,Atmakur (M),Lingaraj Palle
ANDHRA PRADESH,Nalgonda,Atmakur (M),Narsapur
ANDHRA PRADESH,Nalgonda,Atmakur (M),Duppelli
ANDHRA PRADESH,Nalgonda,Atmakur (M),Raghavapur
ANDHRA PRADESH,Nalgonda,Atmakur (M),Kurella
ANDHRA PRADESH,Nalgonda,Atmakur (M),Khaprai Palle
ANDHRA PRADESH,Nalgonda,Valigonda,Valigonda
ANDHRA PRADESH,Nalgonda,Valigonda,Tekula Somaram
ANDHRA PRADESH,Nalgonda,Valigonda,Pahilwanpur
ANDHRA PRADESH,Nalgonda,Valigonda,Kanchan Palle
ANDHRA PRADESH,Nalgonda,Valigonda,Pulgilla
ANDHRA PRADESH,Nalgonda,Valigonda,Mogilipaka
ANDHRA PRADESH,Nalgonda,Valigonda,Kashamma Kunta
ANDHRA PRADESH,Nalgonda,Valigonda,Munagala
ANDHRA PRADESH,Nalgonda,Valigonda,Muddapur
ANDHRA PRADESH,Nalgonda,Valigonda,Arrur
ANDHRA PRADESH,Nalgonda,Valigonda,Malle Palle
ANDHRA PRADESH,Nalgonda,Valigonda,Sunkishala
ANDHRA PRADESH,Nalgonda,Valigonda,Redla Repaka
ANDHRA PRADESH,Nalgonda,Valigonda,Poddatur
ANDHRA PRADESH,Nalgonda,Valigonda,Sangam
ANDHRA PRADESH,Nalgonda,Valigonda,Verkat Palle
ANDHRA PRADESH,Nalgonda,Valigonda,Gokaram
ANDHRA PRADESH,Nalgonda,Valigonda,Golne Palle
ANDHRA PRADESH,Nalgonda,Valigonda,Nemili Kalawa
ANDHRA PRADESH,Nalgonda,Valigonda,Valigonda
ANDHRA PRADESH,Nalgonda,Valigonda,Nagaram
ANDHRA PRADESH,Nalgonda,Valigonda,Velverthy
ANDHRA PRADESH,Nalgonda,Valigonda,Lothukunta
ANDHRA PRADESH,Nalgonda,Valigonda,Gurnath Palle
ANDHRA PRADESH,Nalgonda,Valigonda,Gangapur
ANDHRA PRADESH,Nalgonda,Valigonda,Venkatapur
ANDHRA PRADESH,Nalgonda,Valigonda,Chittapur
ANDHRA PRADESH,Nalgonda,Valigonda,Goparaj Palle
ANDHRA PRADESH,Nalgonda,Valigonda,Vemalkonda
ANDHRA PRADESH,Nalgonda,Bhongir,Bhongir
ANDHRA PRADESH,Nalgonda,Bhongir,Tajpur
ANDHRA PRADESH,Nalgonda,Bhongir,Hanmapur
ANDHRA PRADESH,Nalgonda,Bhongir,Wadaparthy
ANDHRA PRADESH,Nalgonda,Bhongir,Timmapur
ANDHRA PRADESH,Nalgonda,Bhongir,Baswapur
ANDHRA PRADESH,Nalgonda,Bhongir,Rayagiri (R)
ANDHRA PRADESH,Nalgonda,Bhongir,Kesaram
ANDHRA PRADESH,Nalgonda,Bhongir,Kunoor
ANDHRA PRADESH,Nalgonda,Bhongir,Chandupatla
ANDHRA PRADESH,Nalgonda,Bhongir,Cheemala Kondur
ANDHRA PRADESH,Nalgonda,Bhongir,Mustyalapalle
ANDHRA PRADESH,Nalgonda,Bhongir,Veera Vally
ANDHRA PRADESH,Nalgonda,Bhongir,Banda Somaram
ANDHRA PRADESH,Nalgonda,Bhongir,Gouse Nagar
ANDHRA PRADESH,Nalgonda,Bhongir,Yerram Balle
ANDHRA PRADESH,Nalgonda,Bhongir,Tukkapur
ANDHRA PRADESH,Nalgonda,Bhongir,Ramachandrapur
ANDHRA PRADESH,Nalgonda,Bhongir,Penchikala Pahad
ANDHRA PRADESH,Nalgonda,Bhongir,Anantharam (R)
ANDHRA PRADESH,Nalgonda,Bhongir,Pagidi Palle
ANDHRA PRADESH,Nalgonda,Bhongir,Bommai Palle
ANDHRA PRADESH,Nalgonda,Bhongir,Anajipur
ANDHRA PRADESH,Nalgonda,Bhongir,Nandanam
ANDHRA PRADESH,Nalgonda,Bhongir,Sure Palle
ANDHRA PRADESH,Nalgonda,Bhongir,Bolle Palle
ANDHRA PRADESH,Nalgonda,Bhongir,Nagireddi Palle
ANDHRA PRADESH,Nalgonda,Bibinagar,Bibinagar
ANDHRA PRADESH,Nalgonda,Bibinagar,Rayarao Pet
ANDHRA PRADESH,Nalgonda,Bibinagar,Jameelapet
ANDHRA PRADESH,Nalgonda,Bibinagar,Jiya Palle
ANDHRA PRADESH,Nalgonda,Bibinagar,Mahadevpur
ANDHRA PRADESH,Nalgonda,Bibinagar,Kondamadugu
ANDHRA PRADESH,Nalgonda,Bibinagar,Jain Palle
ANDHRA PRADESH,Nalgonda,Bibinagar,Gudur
ANDHRA PRADESH,Nalgonda,Bibinagar,Rangapur
ANDHRA PRADESH,Nalgonda,Bibinagar,Bagdayara
ANDHRA PRADESH,Nalgonda,Bibinagar,Nemarugomula
ANDHRA PRADESH,Nalgonda,Bibinagar,Padamati Somaram
ANDHRA PRADESH,Nalgonda,Bibinagar,Venkiryal
ANDHRA PRADESH,Nalgonda,Bibinagar,Anantharam
ANDHRA PRADESH,Nalgonda,Bibinagar,Rudra Velly
ANDHRA PRADESH,Nalgonda,Bibinagar,Raghavapur
ANDHRA PRADESH,Nalgonda,Bibinagar,Raheem Khan Guda
ANDHRA PRADESH,Nalgonda,Bibinagar,Brahmana Palle
ANDHRA PRADESH,Nalgonda,Bibinagar,Annampatla
ANDHRA PRADESH,Nalgonda,Bibinagar,Maqdoom Palle
ANDHRA PRADESH,Nalgonda,Bibinagar,Chinaraval Palle
ANDHRA PRADESH,Nalgonda,Bibinagar,Ravi Pahad
ANDHRA PRADESH,Nalgonda,Bibinagar,Gurrala Dandi
ANDHRA PRADESH,Nalgonda,Bibinagar,Jam Palle
ANDHRA PRADESH,Nalgonda,Bibinagar,Madharam
ANDHRA PRADESH,Nalgonda,Bibinagar,Bibinagar (CT)
ANDHRA PRADESH,Nalgonda,Pochampalle,Pochampalle
ANDHRA PRADESH,Nalgonda,Pochampalle,Pillai Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Alinagar
ANDHRA PRADESH,Nalgonda,Pochampalle,Julur
ANDHRA PRADESH,Nalgonda,Pochampalle,Khaprai Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Pedda Ravula Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Indriyala
ANDHRA PRADESH,Nalgonda,Pochampalle,Ramalingam Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Gouse Konda
ANDHRA PRADESH,Nalgonda,Pochampalle,Abdulla Nagar
ANDHRA PRADESH,Nalgonda,Pochampalle,Mukthapur
ANDHRA PRADESH,Nalgonda,Pochampalle,Jagatth Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Deshmukhi
ANDHRA PRADESH,Nalgonda,Pochampalle,Revan Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Danthur
ANDHRA PRADESH,Nalgonda,Pochampalle,Vanka Mamidi
ANDHRA PRADESH,Nalgonda,Pochampalle,Dharma Reddi Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Kanumukla
ANDHRA PRADESH,Nalgonda,Pochampalle,Bheeman Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Jalal Pur
ANDHRA PRADESH,Nalgonda,Pochampalle,Mehar Nagar
ANDHRA PRADESH,Nalgonda,Pochampalle,Hyderpur
ANDHRA PRADESH,Nalgonda,Pochampalle,Jiblak Palle
ANDHRA PRADESH,Nalgonda,Pochampalle,Pochampalle (CT)
ANDHRA PRADESH,Nalgonda,Choutuppal,Choutuppal
ANDHRA PRADESH,Nalgonda,Choutuppal,Tupranpet
ANDHRA PRADESH,Nalgonda,Choutuppal,Malkapur
ANDHRA PRADESH,Nalgonda,Choutuppal,Allapur
ANDHRA PRADESH,Nalgonda,Choutuppal,Peepal Pahad
ANDHRA PRADESH,Nalgonda,Choutuppal,Devalamma Nagaram
ANDHRA PRADESH,Nalgonda,Choutuppal,Khairathpur
ANDHRA PRADESH,Nalgonda,Choutuppal,Yellagiri
ANDHRA PRADESH,Nalgonda,Choutuppal,Lakkaram
ANDHRA PRADESH,Nalgonda,Choutuppal,Chinna Kondur
ANDHRA PRADESH,Nalgonda,Choutuppal,Nelapatla
ANDHRA PRADESH,Nalgonda,Choutuppal,Jai Kesaram
ANDHRA PRADESH,Nalgonda,Choutuppal,Swamulavari Lingotam
ANDHRA PRADESH,Nalgonda,Choutuppal,Tallasingaram
ANDHRA PRADESH,Nalgonda,Choutuppal,Tangad Palle
ANDHRA PRADESH,Nalgonda,Choutuppal,Lingoji Guda
ANDHRA PRADESH,Nalgonda,Choutuppal,Panthangi
ANDHRA PRADESH,Nalgonda,Choutuppal,Choutuppal (CT)
ANDHRA PRADESH,Nalgonda,Ramannapeta,Ramannapeta
ANDHRA PRADESH,Nalgonda,Ramannapeta,Thummalaguda
ANDHRA PRADESH,Nalgonda,Ramannapeta,Yellanki
ANDHRA PRADESH,Nalgonda,Ramannapeta,Siripuram
ANDHRA PRADESH,Nalgonda,Ramannapeta,Bogaram
ANDHRA PRADESH,Nalgonda,Ramannapeta,Nidhanapalle
ANDHRA PRADESH,Nalgonda,Ramannapeta,Shobanadripuram
ANDHRA PRADESH,Nalgonda,Ramannapeta,Laxma Puram
ANDHRA PRADESH,Nalgonda,Ramannapeta,Neernemula
ANDHRA PRADESH,Nalgonda,Ramannapeta,Janam Palle
ANDHRA PRADESH,Nalgonda,Ramannapeta,Dubbaka
ANDHRA PRADESH,Nalgonda,Ramannapeta,Muni Panpula
ANDHRA PRADESH,Nalgonda,Ramannapeta,Palliwada
ANDHRA PRADESH,Nalgonda,Ramannapeta,Iskilla
ANDHRA PRADESH,Nalgonda,Ramannapeta,Uthatoor
ANDHRA PRADESH,Nalgonda,Ramannapeta,Kakkireni
ANDHRA PRADESH,Nalgonda,Ramannapeta,Yennaram
ANDHRA PRADESH,Nalgonda,Ramannapeta,Bachuppala
ANDHRA PRADESH,Nalgonda,Ramannapeta,Suraram
ANDHRA PRADESH,Nalgonda,Ramannapeta,B.Thurka Palle
ANDHRA PRADESH,Nalgonda,Ramannapeta,Kunkudu Pamula
ANDHRA PRADESH,Nalgonda,Ramannapeta,Ramannapeta (CT)
ANDHRA PRADESH,Nalgonda,Chityala,Chityala
ANDHRA PRADESH,Nalgonda,Chityala,Sunkene Palle
ANDHRA PRADESH,Nalgonda,Chityala,Gundram Palle
ANDHRA PRADESH,Nalgonda,Chityala,Aipoor
ANDHRA PRADESH,Nalgonda,Chityala,Pere Palle
ANDHRA PRADESH,Nalgonda,Chityala,Pittam Palle
ANDHRA PRADESH,Nalgonda,Chityala,Veliminedu
ANDHRA PRADESH,Nalgonda,Chityala,Pedakaparthy
ANDHRA PRADESH,Nalgonda,Chityala,Chinakaparthy
ANDHRA PRADESH,Nalgonda,Chityala,Talla Yellemla
ANDHRA PRADESH,Nalgonda,Chityala,Yelikatta
ANDHRA PRADESH,Nalgonda,Chityala,Urmadla
ANDHRA PRADESH,Nalgonda,Chityala,Shivaneni Gudem
ANDHRA PRADESH,Nalgonda,Chityala,Vanipakala
ANDHRA PRADESH,Nalgonda,Chityala,Wattimarthy
ANDHRA PRADESH,Nalgonda,Chityala,Nerada
ANDHRA PRADESH,Nalgonda,Chityala,Chityala (CT)
ANDHRA PRADESH,Nalgonda,Narketpalle,Narketpalle
ANDHRA PRADESH,Nalgonda,Narketpalle,Mandra
ANDHRA PRADESH,Nalgonda,Narketpalle,Akkene Palle
ANDHRA PRADESH,Nalgonda,Narketpalle,Ammanabole
ANDHRA PRADESH,Nalgonda,Narketpalle,Nakkala Palle
ANDHRA PRADESH,Nalgonda,Narketpalle,Sha Palle
ANDHRA PRADESH,Nalgonda,Narketpalle,Sabbidiguda
ANDHRA PRADESH,Nalgonda,Narketpalle,Chippala Palle
ANDHRA PRADESH,Nalgonda,Narketpalle,Thondalvai
ANDHRA PRADESH,Nalgonda,Narketpalle,Thirumalagiri
ANDHRA PRADESH,Nalgonda,Narketpalle,Nemmani
ANDHRA PRADESH,Nalgonda,Narketpalle,Pothineni Palle
ANDHRA PRADESH,Nalgonda,Narketpalle,Madhayedavally
ANDHRA PRADESH,Nalgonda,Narketpalle,Narketpalle
ANDHRA PRADESH,Nalgonda,Narketpalle,Choudampalle
ANDHRA PRADESH,Nalgonda,Narketpalle,Brahmanvellemla
ANDHRA PRADESH,Nalgonda,Narketpalle,Auravani
ANDHRA PRADESH,Nalgonda,Narketpalle,Yellareddy Guda
ANDHRA PRADESH,Nalgonda,Narketpalle,Cherughat
ANDHRA PRADESH,Nalgonda,Narketpalle,Akkenepalle Vari Lingotam
ANDHRA PRADESH,Nalgonda,Kattangoor,Kattangoor
ANDHRA PRADESH,Nalgonda,Kattangoor,Thimmapur
ANDHRA PRADESH,Nalgonda,Kattangoor,Parada
ANDHRA PRADESH,Nalgonda,Kattangoor,Eduluru
ANDHRA PRADESH,Nalgonda,Kattangoor,Pandena Palle
ANDHRA PRADESH,Nalgonda,Kattangoor,Kurumathy
ANDHRA PRADESH,Nalgonda,Kattangoor,Cheruvannaram
ANDHRA PRADESH,Nalgonda,Kattangoor,Munukuntla
ANDHRA PRADESH,Nalgonda,Kattangoor,Kalmera
ANDHRA PRADESH,Nalgonda,Kattangoor,Yersaniguda
ANDHRA PRADESH,Nalgonda,Kattangoor,Pamanagundla
ANDHRA PRADESH,Nalgonda,Kattangoor,Ismail Palle
ANDHRA PRADESH,Nalgonda,Kattangoor,Pittam Palle
ANDHRA PRADESH,Nalgonda,Kattangoor,Dugnevally
ANDHRA PRADESH,Nalgonda,Kattangoor,Kattangoor
ANDHRA PRADESH,Nalgonda,Kattangoor,Aiti Pamula
ANDHRA PRADESH,Nalgonda,Kattangoor,Mallaram
ANDHRA PRADESH,Nalgonda,Kattangoor,Bollepalle
ANDHRA PRADESH,Nalgonda,Kattangoor,Ramachandrapuram
ANDHRA PRADESH,Nalgonda,Nakrekal,Nakrekal
ANDHRA PRADESH,Nalgonda,Nakrekal,Ogode
ANDHRA PRADESH,Nalgonda,Nakrekal,Vallabhapur
ANDHRA PRADESH,Nalgonda,Nakrekal,Palem
ANDHRA PRADESH,Nalgonda,Nakrekal,Nomula
ANDHRA PRADESH,Nalgonda,Nakrekal,Kadaparthy
ANDHRA PRADESH,Nalgonda,Nakrekal,Adavi Bollaram
ANDHRA PRADESH,Nalgonda,Nakrekal,Chandam Palle
ANDHRA PRADESH,Nalgonda,Nakrekal,Nellibanda
ANDHRA PRADESH,Nalgonda,Nakrekal,Tatikal
ANDHRA PRADESH,Nalgonda,Nakrekal,Tettekunta
ANDHRA PRADESH,Nalgonda,Nakrekal,Mangali Palle
ANDHRA PRADESH,Nalgonda,Nakrekal,Chandupatla
ANDHRA PRADESH,Nalgonda,Nakrekal,Marrur
ANDHRA PRADESH,Nalgonda,Nakrekal,Gorenkal Palle
ANDHRA PRADESH,Nalgonda,Nakrekal,Mandalapur
ANDHRA PRADESH,Nalgonda,Nakrekal,Nakrekal (CT)
ANDHRA PRADESH,Nalgonda,Kethe Palle,Kethe Palle
ANDHRA PRADESH,Nalgonda,Kethe Palle,Ippala Gudem
ANDHRA PRADESH,Nalgonda,Kethe Palle,Gudiwada
ANDHRA PRADESH,Nalgonda,Kethe Palle,Bopparam
ANDHRA PRADESH,Nalgonda,Kethe Palle,Kasangode
ANDHRA PRADESH,Nalgonda,Kethe Palle,Kethepalle
ANDHRA PRADESH,Nalgonda,Kethe Palle,Korla Pahad
ANDHRA PRADESH,Nalgonda,Kethe Palle,Inpamula
ANDHRA PRADESH,Nalgonda,Kethe Palle,Bonda Palem
ANDHRA PRADESH,Nalgonda,Kethe Palle,Cheruku Palle
ANDHRA PRADESH,Nalgonda,Kethe Palle,Thungathurthy
ANDHRA PRADESH,Nalgonda,Kethe Palle,Uppala Pahad
ANDHRA PRADESH,Nalgonda,Kethe Palle,Koppole
ANDHRA PRADESH,Nalgonda,Kethe Palle,Bheemavaram
ANDHRA PRADESH,Nalgonda,Suryapet,Suryapet
ANDHRA PRADESH,Nalgonda,Suryapet,Solipet
ANDHRA PRADESH,Nalgonda,Suryapet,Ramachandra Puram
ANDHRA PRADESH,Nalgonda,Suryapet,Ramavaram
ANDHRA PRADESH,Nalgonda,Suryapet,Yerkaram
ANDHRA PRADESH,Nalgonda,Suryapet,Balemla
ANDHRA PRADESH,Nalgonda,Suryapet,Ramannaguda
ANDHRA PRADESH,Nalgonda,Suryapet,Pinnai Palem
ANDHRA PRADESH,Nalgonda,Suryapet,Yendla Palle
ANDHRA PRADESH,Nalgonda,Suryapet,Venkatrampur
ANDHRA PRADESH,Nalgonda,Suryapet,Tekumatla
ANDHRA PRADESH,Nalgonda,Suryapet,Bechiragdacharam
ANDHRA PRADESH,Nalgonda,Suryapet,Pillala Marri (Part)
ANDHRA PRADESH,Nalgonda,Suryapet,Konkathimmani
ANDHRA PRADESH,Nalgonda,Suryapet,Kasarabad
ANDHRA PRADESH,Nalgonda,Suryapet,Circlepet
ANDHRA PRADESH,Nalgonda,Suryapet,Thalla Khammampadu
ANDHRA PRADESH,Nalgonda,Suryapet,Kesaram (Part)
ANDHRA PRADESH,Nalgonda,Suryapet,Imampet
ANDHRA PRADESH,Nalgonda,Suryapet,Pillalamarri (OG) (Part)
ANDHRA PRADESH,Nalgonda,Suryapet,Kesaram (OG) (Part)
ANDHRA PRADESH,Nalgonda,Chivvemla,Chivvemla
ANDHRA PRADESH,Nalgonda,Chivvemla,Ailapur
ANDHRA PRADESH,Nalgonda,Chivvemla,Kudakuda
ANDHRA PRADESH,Nalgonda,Chivvemla,Beebiguda
ANDHRA PRADESH,Nalgonda,Chivvemla,Gayamvari Guda
ANDHRA PRADESH,Nalgonda,Chivvemla,Vattikhammam Pahad
ANDHRA PRADESH,Nalgonda,Chivvemla,Chendupatla
ANDHRA PRADESH,Nalgonda,Chivvemla,Thimma Puram
ANDHRA PRADESH,Nalgonda,Chivvemla,Chivvemla
ANDHRA PRADESH,Nalgonda,Chivvemla,Duraj Palle
ANDHRA PRADESH,Nalgonda,Chivvemla,Undrugonda
ANDHRA PRADESH,Nalgonda,Chivvemla,Tuljarao Pet
ANDHRA PRADESH,Nalgonda,Chivvemla,Vallabhapur
ANDHRA PRADESH,Nalgonda,Chivvemla,Gumpula
ANDHRA PRADESH,Nalgonda,Chivvemla,Thirumalagiri
ANDHRA PRADESH,Nalgonda,Chivvemla,Gunjaluru
ANDHRA PRADESH,Nalgonda,Mothey,Mothey
ANDHRA PRADESH,Nalgonda,Mothey,Ravi Pahad
ANDHRA PRADESH,Nalgonda,Mothey,Sarvaram
ANDHRA PRADESH,Nalgonda,Mothey,Kudali
ANDHRA PRADESH,Nalgonda,Mothey,Urlugunda
ANDHRA PRADESH,Nalgonda,Mothey,Neredavai
ANDHRA PRADESH,Nalgonda,Mothey,Annarigudem
ANDHRA PRADESH,Nalgonda,Mothey,Vibhalapur
ANDHRA PRADESH,Nalgonda,Mothey,Singarneni Palle
ANDHRA PRADESH,Nalgonda,Mothey,Burkacharla
ANDHRA PRADESH,Nalgonda,Mothey,Sirikonda
ANDHRA PRADESH,Nalgonda,Mothey,Namavaram
ANDHRA PRADESH,Nalgonda,Mothey,Raghavapur
ANDHRA PRADESH,Nalgonda,Mothey,Mothey
ANDHRA PRADESH,Nalgonda,Mothey,Hussainabad
ANDHRA PRADESH,Nalgonda,Mothey,Gopalapuram
ANDHRA PRADESH,Nalgonda,Mothey,Thummala Palle
ANDHRA PRADESH,Nalgonda,Mothey,Mamillagudem
ANDHRA PRADESH,Nalgonda,Nadigudem,Nadigudem
ANDHRA PRADESH,Nalgonda,Nadigudem,Kagitha Rama-Chandrapuram
ANDHRA PRADESH,Nalgonda,Nadigudem,Karivirala
ANDHRA PRADESH,Nalgonda,Nadigudem,Brundavanapuram
ANDHRA PRADESH,Nalgonda,Nadigudem,Siripuram
ANDHRA PRADESH,Nalgonda,Nadigudem,Yalla Puram
ANDHRA PRADESH,Nalgonda,Nadigudem,Chan Palle
ANDHRA PRADESH,Nalgonda,Nadigudem,Palaram
ANDHRA PRADESH,Nalgonda,Nadigudem,Tripuravaram
ANDHRA PRADESH,Nalgonda,Nadigudem,Chakirala
ANDHRA PRADESH,Nalgonda,Nadigudem,Nadigudem
ANDHRA PRADESH,Nalgonda,Nadigudem,Rama Puram
ANDHRA PRADESH,Nalgonda,Nadigudem,Eklashkhanpet
ANDHRA PRADESH,Nalgonda,Nadigudem,Tellabali
ANDHRA PRADESH,Nalgonda,Nadigudem,Ratnavaram
ANDHRA PRADESH,Nalgonda,Nadigudem,Singavaram
ANDHRA PRADESH,Nalgonda,Nadigudem,Yasanthapuram
ANDHRA PRADESH,Nalgonda,Munagala,Munagala
ANDHRA PRADESH,Nalgonda,Munagala,Nelamarri
ANDHRA PRADESH,Nalgonda,Munagala,Tadvai
ANDHRA PRADESH,Nalgonda,Munagala,Syedmujavarpet
ANDHRA PRADESH,Nalgonda,Munagala,Madhavaram
ANDHRA PRADESH,Nalgonda,Munagala,Repala
ANDHRA PRADESH,Nalgonda,Munagala,Kalakova
ANDHRA PRADESH,Nalgonda,Munagala,Munagala
ANDHRA PRADESH,Nalgonda,Munagala,Ganapavaram
ANDHRA PRADESH,Nalgonda,Munagala,Kokkireni
ANDHRA PRADESH,Nalgonda,Munagala,Barakatha Guda
ANDHRA PRADESH,Nalgonda,Munagala,Akupamula
ANDHRA PRADESH,Nalgonda,Penpahad,Penpahad
ANDHRA PRADESH,Nalgonda,Penpahad,Rajpet
ANDHRA PRADESH,Nalgonda,Penpahad,Anajipuram
ANDHRA PRADESH,Nalgonda,Penpahad,Singareddy Palem
ANDHRA PRADESH,Nalgonda,Penpahad,Mohammadapuram
